team,confed,off,def,spi
Mauritius,CAF,0.4282908595782812,1.2769029142378818,36.25310641627543
Hong Kong,AFC,0.2824578965835465,1.0920994454676556,36.1841392801252
Grenada,CONCACAF,0.4821563305702459,1.4072679037048064,35.654561815336464
Liechtenstein,UEFA,0.1835163161191715,1.013933586667757,35.61629890453834
Sao Tome and Principe,CAF,0.559491308927728,1.542378077776225,35.2514710485133
Pakistan,AFC,0.0431335088574921,0.8572632990344015,35.23712050078247
Afghanistan,AFC,0.2602728554126349,1.1548765665706373,35.185414710485134
Seychelles,CAF,0.25293133986847,1.1508850104602315,35.14532081377151
Mongolia,AFC,0.0912158381490592,0.9398642207373176,35.063677621283254
Turkmenistan,AFC,0.4747119260162416,1.5427169221231212,34.16242566510172
British Virgin Islands,CONCACAF,0.1192317420814612,1.0829499730914942,33.931995305164314
St. Vincent and the Grenadines,CONCACAF,0.6043721734995621,1.7620276600840652,33.66908450704225
Malaysia,AFC,0.4110180739043958,1.5080779642442537,33.65484350547731
Bermuda,CONCACAF,0.7320393201049163,2.02521851787272,32.80564945226917
Yemen,AFC,0.2550540425406921,1.383462555039782,32.74423317683881
Guyana,CONCACAF,0.6489125274523873,1.93851483832954,32.56525821596244
Nepal,AFC,0.1188238656960652,1.2107912330658377,32.55458528951486
Papua New Guinea,OFC,0.3950361653903431,1.6032084872081622,32.449561815336466
Bangladesh,AFC,0.1041630841932707,1.2146344539843672,32.30690923317684
Cambodia,AFC,0.1497661097889097,1.37987626768848,31.284037558685444
New Caledonia,OFC,0.4468906073519531,1.83976394057828,30.9300234741784
Puerto Rico,CONCACAF,0.4153621925200083,1.8935888211852208,30.04402973395931
Solomon Islands,OFC,0.4123861178030378,2.012850081951031,28.938552425665105
Myanmar,AFC,0.2267224260055469,1.7562100111862171,28.82252738654147
Tahiti,OFC,0.2080149880897535,1.7329004694375052,28.784960876369325
Singapore,AFC,0.2796536402568487,1.8679347675794435,28.525805946791863
Bahamas,CONCACAF,0.3080869958156537,1.9441687314464509,28.22095461658842
Bonaire,CONCACAF,0.0749004382665367,1.5955236452451511,28.204640062597807
Maldives,AFC,0.0600973670063052,1.6672464861001417,27.379358372456963
Dominica,CONCACAF,0.2614643892364595,1.9940476592718352,27.182910798122062
Belize,CONCACAF,0.2559783753275468,2.054120656807354,26.623928012519567
Vanuatu,OFC,0.2706005582758211,2.075414944633703,26.60159624413146
Philippines,AFC,0.2327266540764475,2.1159062775926203,25.791205007824725
Sri Lanka,AFC,0.0532173485116455,1.866781250552202,25.53546165884194
Barbados,CONCACAF,0.3763782936610108,2.372843056797372,25.51032081377152
Aruba,CONCACAF,0.2586407055650617,2.195743450393831,25.4604303599374
Fiji,OFC,0.3685041597143651,2.384892949338388,25.33098591549296
Antigua and Barbuda,CONCACAF,0.2931553795724845,2.486222187126606,23.664530516431924
Samoa,OFC,0.1190271665554795,2.214125743027105,23.61431924882629
Guam,AFC,0.0340065881899663,2.1458382065713257,23.094984350547733
St. Lucia,CONCACAF,0.2413191383654255,2.5129301756804323,22.86726917057903
Anguilla,CONCACAF,0.0551746734031651,2.324081614765478,22.001400625978093
Sint Maarten,CONCACAF,0.1662108381220767,2.634459490951884,21.142605633802816
Cayman Islands,CONCACAF,0.160918240163552,2.634459490951884,21.08717527386541
St. Kitts and Nevis,CONCACAF,0.1623347203855775,2.634459490951884,21.076627543035997
Laos,AFC,0.0792981826071638,2.634459490951884,20.16894366197183
Bhutan,AFC,0.0611457884485642,2.634459490951884,19.963920187793427
Brunei,AFC,0.0550789278191031,2.634459490951884,19.88653364632238
Timor-Leste,AFC,0.0273608121630663,2.634459490951884,19.560054773082943
US Virgin Islands,CONCACAF,0.0223673391208588,2.634459490951884,19.50035211267605
Turks and Caicos Islands,CONCACAF,0.0056168404616963,2.628482651877859,19.38518779342723
Macau,AFC,0.005960881409182,2.634459490951884,19.33264475743349
Tuvalu,OFC,0.0005900600776586,2.634459490951884,19.26865414710485
Tonga,OFC,0.0003883807476915,2.634459490951884,19.26372456964006
